FIPS_code,State,grpName,Lit_P1,Lit_P1_CI_L,Lit_P1_CI_U,Lit_P1_CV,Lit_P1_CI_L_indicator,Lit_P1_CV_indicator,Lit_P2,Lit_P2_CI_L,Lit_P2_CI_U,Lit_P2_CV,Lit_P2_CI_L_indicator,Lit_P2_CV_indicator,Lit_P3,Lit_P3_CI_L,Lit_P3_CI_U,Lit_P3_CV,Lit_P3_CV_indicator,Lit_A,Lit_A_CI_L,Lit_A_CI_U,Lit_A_CV,Num_P1,Num_P1_CI_L,Num_P1_CI_U,Num_P1_CV,Num_P1_CV_indicator,Num_P2,Num_P2_CI_L,Num_P2_CI_U,Num_P2_CV,Num_P2_CI_L_indicator,Num_P2_CV_indicator,Num_P3,Num_P3_CI_L,Num_P3_CI_U,Num_P3_CV,Num_P3_CI_L_indicator,Num_P3_CV_indicator,Num_A,Num_A_CI_L,Num_A_CI_U,Num_A_CV,POP,POP_DOMAIN,Male,Female,White,Black,Hispanic,Asian,AIAN,NHPI,Other_race,Less_HS,HS,More_HS,Eng_not_well,FB_after2010,FB_1990_2009,FB_before1990,FB,Poverty_100,Poverty_150,SNAP,Employed,Unemployed,Not_in_labor,OCC_Manage,OCC_Service,OCC_Sales,OCC_Natural,OCC_Military,OCC_Prod,No_Insurance
5,Arkansas,16_24,0.218,0.143,0.297,0.177,NA,NA,0.392,0.258,0.522,0.173,NA,NA,0.391,0.283,0.507,0.146,NA,259.4,248.5,271.3,0.023,0.365,0.247,0.479,0.159,NA,0.365,0.205,0.522,0.221,NA,NA,0.271,0.158,0.4,0.219,NA,NA,240.9,228.7,254.2,0.027,NA,365290,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,0.425,NA,NA,NA,NA,NA,0.266,NA,NA,NA,NA,NA,NA,0.214,NA,NA,NA,NA,0.206
6,California,16_24,0.173,0.122,0.232,0.161,NA,NA,0.319,0.21,0.423,0.169,NA,NA,0.508,0.416,0.602,0.093,NA,268.1,259,277.1,0.017,0.358,0.27,0.449,0.127,NA,0.33,0.216,0.436,0.17,NA,NA,0.312,0.248,0.38,0.11,NA,NA,242.9,234.1,251.9,0.019,NA,4959240,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.296,NA,0.462,NA,NA,NA,NA,NA,0.217,NA,NA,NA,NA,NA,NA,0.176,NA,NA,NA,NA,0.172
8,Colorado,16_24,0.128,0.077,0.189,0.222,NA,NA,0.354,0.212,0.492,0.197,NA,NA,0.517,0.392,0.649,0.125,NA,270.2,257.8,281.8,0.023,0.19,0.076,0.296,0.294,NA,0.38,0.209,0.544,0.226,NA,NA,0.429,0.318,0.575,0.153,NA,NA,264.7,251.7,279.1,0.026,NA,651735,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.304,NA,0.457,NA,NA,NA,NA,NA,0.213,NA,NA,NA,NA,NA,NA,0.271,NA,NA,NA,NA,0.146
9,Connecticut,16_24,0.096,0.038,0.159,0.326,NA,1,0.311,0.173,0.447,0.224,NA,NA,0.593,0.469,0.718,0.106,NA,278.7,267.4,291.6,0.022,0.144,0.051,0.247,0.348,1,0.41,0.26,0.56,0.189,NA,NA,0.446,0.326,0.565,0.137,NA,NA,264.9,251.3,278.6,0.026,NA,447795,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.292,NA,0.478,NA,NA,NA,NA,NA,0.145,NA,NA,NA,NA,NA,NA,0.239,NA,NA,NA,NA,0.103
10,Delaware,16_24,0.142,0.085,0.211,0.224,NA,NA,0.366,0.233,0.505,0.188,NA,NA,0.492,0.361,0.615,0.129,NA,271,257.7,284.1,0.025,0.259,0.146,0.409,0.25,NA,0.419,0.24,0.587,0.208,NA,NA,0.322,0.195,0.44,0.193,NA,NA,251,235.7,266,0.031,NA,111165,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,0.421,NA,NA,NA,NA,NA,0.185,NA,NA,NA,NA,NA,NA,0.246,NA,NA,NA,NA,0.107
11,District of Columbia,16_24,0.159,0.025,0.334,0.504,NA,2,0.26,0.007,0.507,0.488,NA,1,0.581,0.376,0.771,0.173,NA,282.8,262,303,0.037,0.381,0.154,0.636,0.326,1,0.181,0,0.476,0.871,2,2,0.437,0.235,0.647,0.24,NA,NA,260,237.4,282.7,0.045,NA,86770,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.196,NA,0.58,NA,NA,NA,NA,NA,0.341,NA,NA,NA,NA,NA,NA,0.218,NA,NA,NA,NA,0.064
12,Florida,16_24,0.179,0.126,0.239,0.157,NA,NA,0.434,0.32,0.548,0.132,NA,NA,0.387,0.285,0.489,0.131,NA,261.7,252.2,271.3,0.018,0.359,0.261,0.46,0.14,NA,0.399,0.26,0.53,0.171,NA,NA,0.242,0.153,0.336,0.192,NA,NA,239.2,228.8,249.9,0.022,NA,2249320,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.327,NA,0.428,NA,NA,NA,NA,NA,0.217,NA,NA,NA,NA,NA,NA,0.204,NA,NA,NA,NA,0.261
13,Georgia,16_24,0.204,0.137,0.264,0.157,NA,NA,0.4,0.295,0.506,0.136,NA,NA,0.396,0.314,0.486,0.112,NA,263.4,253.8,273.4,0.019,0.387,0.29,0.478,0.123,NA,0.379,0.257,0.497,0.163,NA,NA,0.234,0.161,0.32,0.175,NA,NA,240.6,230.5,251.1,0.022,NA,1291505,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.337,NA,0.408,NA,NA,NA,NA,NA,0.236,NA,NA,NA,NA,NA,NA,0.199,NA,NA,NA,NA,0.26
15,Hawaii,16_24,0.064,0.009,0.147,0.558,NA,2,0.241,0.067,0.416,0.365,NA,1,0.696,0.529,0.851,0.118,NA,291.8,273.4,309.9,0.032,0.115,0.014,0.256,0.555,2,0.368,0.162,0.569,0.283,NA,NA,0.517,0.35,0.682,0.163,NA,NA,274.6,255.1,294.7,0.036,NA,161595,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.241,NA,0.435,NA,NA,NA,NA,NA,0.147,NA,NA,NA,NA,NA,NA,0.214,NA,NA,NA,NA,0.089
16,Idaho,16_24,0.161,0.103,0.227,0.198,NA,NA,0.425,0.296,0.564,0.16,NA,NA,0.414,0.283,0.541,0.155,NA,264.8,253.9,275.5,0.021,0.297,0.197,0.401,0.172,NA,0.439,0.269,0.623,0.198,NA,NA,0.264,0.137,0.385,0.232,NA,NA,245.1,231.9,257.8,0.027,NA,206050,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.329,NA,0.399,NA,NA,NA,NA,NA,0.255,NA,NA,NA,NA,NA,NA,0.276,NA,NA,NA,NA,0.21
17,Illinois,16_24,0.152,0.104,0.203,0.165,NA,NA,0.365,0.253,0.47,0.15,NA,NA,0.484,0.389,0.585,0.101,NA,272.1,263,282,0.018,0.309,0.217,0.41,0.157,NA,0.325,0.191,0.452,0.207,NA,NA,0.366,0.278,0.467,0.134,NA,NA,252.1,242,262.4,0.02,NA,1571805,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.308,NA,0.464,NA,NA,NA,NA,NA,0.209,NA,NA,NA,NA,NA,NA,0.222,NA,NA,NA,NA,0.15
18,Indiana,16_24,0.193,0.134,0.269,0.174,NA,NA,0.423,0.297,0.553,0.153,NA,NA,0.384,0.268,0.49,0.147,NA,258,246.8,268.6,0.021,0.325,0.238,0.428,0.147,NA,0.386,0.243,0.519,0.182,NA,NA,0.289,0.194,0.401,0.182,NA,NA,243.6,233,254.6,0.023,NA,846890,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333,NA,0.415,NA,NA,NA,NA,NA,0.233,NA,NA,NA,NA,NA,NA,0.247,NA,NA,NA,NA,0.168
19,Iowa,16_24,0.124,0.059,0.194,0.274,NA,NA,0.276,0.13,0.408,0.261,NA,NA,0.6,0.48,0.73,0.108,NA,277.8,265.2,292.1,0.025,0.161,0.057,0.265,0.346,1,0.406,0.232,0.572,0.213,NA,NA,0.433,0.306,0.577,0.158,NA,NA,266.5,253.8,281.3,0.026,NA,402700,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.278,NA,0.505,NA,NA,NA,NA,NA,0.246,NA,NA,NA,NA,NA,NA,0.274,NA,NA,NA,NA,0.1
20,Kansas,16_24,0.132,0.08,0.193,0.215,NA,NA,0.34,0.212,0.468,0.187,NA,NA,0.527,0.415,0.64,0.108,NA,272.8,260.9,284.2,0.022,0.235,0.137,0.349,0.223,NA,0.4,0.246,0.553,0.196,NA,NA,0.364,0.242,0.479,0.165,NA,NA,255.4,242.4,267.8,0.025,NA,377890,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297,NA,0.481,NA,NA,NA,NA,NA,0.233,NA,NA,NA,NA,NA,NA,0.279,NA,NA,NA,NA,0.169
21,Kentucky,16_24,0.181,0.121,0.249,0.179,NA,NA,0.363,0.237,0.485,0.176,NA,NA,0.456,0.351,0.57,0.123,NA,267.7,257.1,278.2,0.02,0.305,0.22,0.398,0.147,NA,0.352,0.188,0.495,0.221,NA,NA,0.343,0.223,0.479,0.189,NA,NA,251.3,239.2,263.7,0.025,NA,539865,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303,NA,0.417,NA,NA,NA,NA,NA,0.258,NA,NA,NA,NA,NA,NA,0.232,NA,NA,NA,NA,0.146
22,Louisiana,16_24,0.25,0.176,0.339,0.167,NA,NA,0.44,0.295,0.57,0.157,NA,NA,0.31,0.204,0.43,0.183,NA,250,237.6,262.2,0.025,0.458,0.344,0.582,0.131,NA,0.336,0.171,0.487,0.239,NA,NA,0.206,0.113,0.331,0.268,NA,NA,227.3,213.6,241.4,0.031,NA,581940,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341,NA,0.392,NA,NA,NA,NA,NA,0.274,NA,NA,NA,NA,NA,NA,0.219,NA,NA,NA,NA,0.235
23,Maine,16_24,0.087,0.036,0.15,0.331,NA,1,0.321,0.179,0.463,0.222,NA,NA,0.592,0.46,0.719,0.11,NA,279.5,266.8,292.2,0.023,0.124,0.041,0.225,0.375,1,0.422,0.253,0.597,0.203,NA,NA,0.454,0.316,0.582,0.147,NA,NA,267.8,252.8,281.9,0.027,NA,143440,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297,NA,0.452,NA,NA,NA,NA,NA,0.203,NA,NA,NA,NA,NA,NA,0.324,NA,NA,NA,NA,0.16
24,Maryland,16_24,0.109,0.054,0.184,0.308,NA,1,0.334,0.198,0.48,0.214,NA,NA,0.557,0.424,0.678,0.116,NA,277.2,263.2,290.9,0.025,0.215,0.097,0.375,0.323,1,0.381,0.187,0.552,0.241,NA,NA,0.404,0.278,0.525,0.153,NA,NA,260.8,244.8,275.9,0.03,NA,705425,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.291,NA,0.467,NA,NA,NA,NA,NA,0.147,NA,NA,NA,NA,NA,NA,0.234,NA,NA,NA,NA,0.119
25,Massachusetts,16_24,0.091,0.046,0.15,0.29,NA,NA,0.253,0.116,0.38,0.262,NA,NA,0.656,0.537,0.781,0.094,NA,284.9,271.4,299.3,0.024,0.15,0.064,0.259,0.317,1,0.338,0.175,0.489,0.233,NA,NA,0.512,0.386,0.642,0.126,NA,NA,271.7,257.9,286.3,0.027,NA,869640,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273,NA,0.501,NA,NA,NA,NA,NA,0.175,NA,NA,NA,NA,NA,NA,0.255,NA,NA,NA,NA,0.053
26,Michigan,16_24,0.157,0.103,0.217,0.181,NA,NA,0.337,0.206,0.456,0.187,NA,NA,0.506,0.398,0.626,0.112,NA,273,262.4,284.7,0.02,0.275,0.185,0.375,0.173,NA,0.35,0.197,0.492,0.215,NA,NA,0.375,0.266,0.503,0.16,NA,NA,255.9,244.2,268.5,0.024,NA,1265935,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.304,NA,0.46,NA,NA,NA,NA,NA,0.252,NA,NA,NA,NA,NA,NA,0.263,NA,NA,NA,NA,0.133
27,Minnesota,16_24,0.115,0.06,0.183,0.27,NA,NA,0.327,0.198,0.454,0.198,NA,NA,0.557,0.443,0.673,0.104,NA,274.8,264.3,285.5,0.02,0.194,0.103,0.306,0.265,NA,0.391,0.241,0.537,0.19,NA,NA,0.415,0.305,0.527,0.132,NA,NA,262.2,249.9,274.3,0.023,NA,648810,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,0.474,NA,NA,NA,NA,NA,0.196,NA,NA,NA,NA,NA,NA,0.294,NA,NA,NA,NA,0.096
28,Mississippi,16_24,0.26,0.177,0.366,0.183,NA,NA,0.522,0.372,0.668,0.145,NA,NA,0.217,0.103,0.333,0.272,NA,245.2,230.6,258.1,0.028,0.557,0.427,0.71,0.131,NA,0.333,0.156,0.493,0.265,NA,NA,0.11,0.024,0.215,0.45,NA,1,216.8,199.8,232.6,0.039,NA,385340,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.329,NA,0.436,NA,NA,NA,NA,NA,0.296,NA,NA,NA,NA,NA,NA,0.189,NA,NA,NA,NA,0.272
29,Missouri,16_24,0.153,0.105,0.206,0.171,NA,NA,0.383,0.283,0.489,0.139,NA,NA,0.464,0.368,0.555,0.103,NA,267.2,257.6,276.5,0.018,0.262,0.188,0.348,0.152,NA,0.44,0.324,0.556,0.134,NA,NA,0.298,0.21,0.382,0.148,NA,NA,249,238.6,258.9,0.021,NA,744295,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.307,NA,0.449,NA,NA,NA,NA,NA,0.233,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,0.193
30,Montana,16_24,0.116,0.048,0.198,0.331,NA,1,0.382,0.199,0.57,0.243,NA,NA,0.502,0.327,0.666,0.17,NA,273.2,257.2,288.6,0.029,0.227,0.104,0.371,0.294,NA,0.447,0.239,0.65,0.234,NA,NA,0.326,0.162,0.487,0.255,NA,NA,253.6,236.2,271.1,0.035,NA,124280,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297,NA,0.422,NA,NA,NA,NA,NA,0.279,NA,NA,NA,NA,NA,NA,0.324,NA,NA,NA,NA,0.204
31,Nebraska,16_24,0.113,0.058,0.177,0.265,NA,NA,0.316,0.181,0.446,0.21,NA,NA,0.571,0.456,0.69,0.104,NA,279,267,291.2,0.022,0.207,0.111,0.32,0.258,NA,0.364,0.205,0.51,0.213,NA,NA,0.429,0.319,0.551,0.134,NA,NA,262.6,249.6,276.5,0.026,NA,240870,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.289,NA,0.492,NA,NA,NA,NA,NA,0.223,NA,NA,NA,NA,NA,NA,0.292,NA,NA,NA,NA,0.158
32,Nevada,16_24,0.156,0.085,0.239,0.248,NA,NA,0.486,0.313,0.64,0.171,NA,NA,0.358,0.22,0.515,0.209,NA,263.1,248.6,278.2,0.028,0.377,0.227,0.559,0.219,NA,0.447,0.234,0.629,0.221,NA,NA,0.175,0.069,0.296,0.326,NA,1,233.9,218.4,249.6,0.034,NA,324465,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.356,NA,0.355,NA,NA,NA,NA,NA,0.191,NA,NA,NA,NA,NA,NA,0.223,NA,NA,NA,NA,0.215
33,New Hampshire,16_24,0.07,0.024,0.133,0.401,NA,1,0.291,0.145,0.442,0.256,NA,NA,0.639,0.495,0.773,0.109,NA,284.2,268.7,298.3,0.026,0.11,0.029,0.236,0.479,1,0.403,0.216,0.587,0.229,NA,NA,0.487,0.323,0.626,0.157,NA,NA,271.4,253.1,288.6,0.034,NA,162795,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285,NA,0.465,NA,NA,NA,NA,NA,0.148,NA,NA,NA,NA,NA,NA,0.288,NA,NA,NA,NA,0.138
34,New Jersey,16_24,0.138,0.065,0.231,0.305,NA,1,0.374,0.225,0.527,0.206,NA,NA,0.488,0.353,0.609,0.135,NA,266,252.2,278.6,0.025,0.237,0.141,0.35,0.225,NA,0.371,0.219,0.508,0.197,NA,NA,0.392,0.292,0.501,0.135,NA,NA,252.8,240.2,265.7,0.026,NA,1033515,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309,NA,0.467,NA,NA,NA,NA,NA,0.139,NA,NA,NA,NA,NA,NA,0.207,NA,NA,NA,NA,0.16
35,New Mexico,16_24,0.234,0.16,0.32,0.177,NA,NA,0.456,0.313,0.603,0.16,NA,NA,0.31,0.186,0.436,0.202,NA,249.7,237.5,262.2,0.025,0.425,0.306,0.554,0.147,NA,0.386,0.202,0.57,0.232,NA,NA,0.189,0.079,0.302,0.29,NA,NA,226.8,213.2,240.6,0.031,NA,262080,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343,NA,0.419,NA,NA,NA,NA,NA,0.269,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,0.232
36,New York,16_24,0.126,0.078,0.178,0.203,NA,NA,0.372,0.258,0.488,0.157,NA,NA,0.502,0.393,0.606,0.105,NA,272.8,263.7,282.1,0.017,0.288,0.201,0.382,0.158,NA,0.374,0.249,0.495,0.168,NA,NA,0.338,0.25,0.421,0.131,NA,NA,251.2,241.2,261.2,0.02,NA,2420170,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285,NA,0.498,NA,NA,NA,NA,NA,0.211,NA,NA,NA,NA,NA,NA,0.205,NA,NA,NA,NA,0.115
37,North Carolina,16_24,0.177,0.124,0.233,0.153,NA,NA,0.394,0.284,0.503,0.14,NA,NA,0.429,0.333,0.524,0.113,NA,263,252.7,272.3,0.019,0.324,0.223,0.413,0.149,NA,0.375,0.236,0.512,0.185,NA,NA,0.3,0.21,0.407,0.167,NA,NA,246.4,236.6,257.2,0.022,NA,1237670,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,0.44,NA,NA,NA,NA,NA,0.247,NA,NA,NA,NA,NA,NA,0.223,NA,NA,NA,NA,0.209
38,North Dakota,16_24,0.071,0.015,0.148,0.475,NA,1,0.238,0.098,0.381,0.3,NA,NA,0.691,0.562,0.81,0.093,NA,290,274.8,305.2,0.027,0.125,0.028,0.261,0.482,1,0.345,0.16,0.522,0.271,NA,NA,0.53,0.382,0.669,0.138,NA,NA,276,259.1,292.7,0.031,NA,106790,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229,NA,0.54,NA,NA,NA,NA,NA,0.228,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,0.114
39,Ohio,16_24,0.165,0.103,0.237,0.203,NA,NA,0.383,0.254,0.512,0.172,NA,NA,0.452,0.337,0.568,0.127,NA,265.6,253.8,277.3,0.022,0.27,0.174,0.383,0.194,NA,0.406,0.248,0.558,0.195,NA,NA,0.323,0.202,0.442,0.187,NA,NA,248.1,235,261.4,0.027,NA,1402660,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,0.422,NA,NA,NA,NA,NA,0.228,NA,NA,NA,NA,NA,NA,0.276,NA,NA,NA,NA,0.128
40,Oklahoma,16_24,0.183,0.124,0.251,0.172,NA,NA,0.424,0.298,0.552,0.153,NA,NA,0.394,0.274,0.509,0.149,NA,262.1,250.7,273.4,0.022,0.331,0.23,0.445,0.16,NA,0.437,0.287,0.579,0.169,NA,NA,0.232,0.122,0.336,0.23,NA,NA,240.4,227.9,252.7,0.026,NA,489775,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,0.404,NA,NA,NA,NA,NA,0.241,NA,NA,NA,NA,NA,NA,0.238,NA,NA,NA,NA,0.265
41,Oregon,16_24,0.149,0.1,0.206,0.181,NA,NA,0.394,0.263,0.527,0.166,NA,NA,0.457,0.33,0.578,0.137,NA,268.8,258.1,279.3,0.02,0.295,0.206,0.391,0.155,NA,0.402,0.24,0.577,0.205,NA,NA,0.303,0.177,0.423,0.198,NA,NA,249.1,237.1,261.3,0.025,NA,462120,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316,NA,0.443,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,0.253,NA,NA,NA,NA,0.155
42,Pennsylvania,16_24,0.151,0.102,0.213,0.189,NA,NA,0.352,0.245,0.451,0.15,NA,NA,0.497,0.408,0.583,0.09,NA,269.8,261.1,278.7,0.017,0.248,0.167,0.346,0.185,NA,0.381,0.253,0.498,0.165,NA,NA,0.372,0.286,0.461,0.121,NA,NA,255.6,246,265.3,0.019,NA,1534020,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297,NA,0.438,NA,NA,NA,NA,NA,0.213,NA,NA,NA,NA,NA,NA,0.267,NA,NA,NA,NA,0.121
44,Rhode Island,16_24,0.086,0.037,0.145,0.318,NA,1,0.268,0.147,0.393,0.231,NA,NA,0.646,0.531,0.755,0.086,NA,286.3,274.2,299.1,0.022,0.146,0.046,0.261,0.364,1,0.366,0.201,0.536,0.226,NA,NA,0.488,0.371,0.602,0.122,NA,NA,270.3,256.6,284.4,0.026,NA,142070,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253,NA,0.499,NA,NA,NA,NA,NA,0.212,NA,NA,NA,NA,NA,NA,0.283,NA,NA,NA,NA,0.11
45,South Carolina,16_24,0.184,0.127,0.255,0.173,NA,NA,0.387,0.251,0.517,0.17,NA,NA,0.429,0.313,0.545,0.135,NA,262.5,250.4,274.7,0.023,0.357,0.242,0.485,0.167,NA,0.36,0.19,0.515,0.225,NA,NA,0.283,0.17,0.397,0.198,NA,NA,241.6,227.8,254.8,0.029,NA,600865,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.309,NA,0.431,NA,NA,NA,NA,NA,0.246,NA,NA,NA,NA,NA,NA,0.232,NA,NA,NA,NA,0.212
46,South Dakota,16_24,0.148,0.085,0.227,0.244,NA,NA,0.392,0.241,0.56,0.205,NA,NA,0.459,0.304,0.595,0.159,NA,267,251.9,280.1,0.028,0.258,0.142,0.393,0.244,NA,0.43,0.234,0.618,0.224,NA,NA,0.312,0.162,0.458,0.235,NA,NA,249,230.4,264.7,0.035,NA,105845,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.313,NA,0.449,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,0.298,NA,NA,NA,NA,0.18
47,Tennessee,16_24,0.184,0.125,0.252,0.176,NA,NA,0.383,0.267,0.5,0.154,NA,NA,0.433,0.334,0.53,0.116,NA,263.3,252.2,273.8,0.021,0.319,0.228,0.42,0.154,NA,0.358,0.219,0.491,0.196,NA,NA,0.323,0.223,0.428,0.162,NA,NA,246.4,234.6,258.4,0.024,NA,791805,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,0.414,NA,NA,NA,NA,NA,0.237,NA,NA,NA,NA,NA,NA,0.226,NA,NA,NA,NA,0.186
48,Texas,16_24,0.206,0.153,0.267,0.139,NA,NA,0.439,0.339,0.54,0.115,NA,NA,0.354,0.271,0.44,0.118,NA,259,250.2,267.9,0.017,0.424,0.332,0.521,0.112,NA,0.358,0.242,0.466,0.162,NA,NA,0.218,0.154,0.291,0.158,NA,NA,235.7,226.1,245,0.02,NA,3543575,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338,NA,0.409,NA,NA,NA,NA,NA,0.221,NA,NA,NA,NA,NA,NA,0.201,NA,NA,NA,NA,0.315
49,Utah,16_24,0.139,0.085,0.208,0.226,NA,NA,0.437,0.298,0.597,0.173,NA,NA,0.424,0.276,0.548,0.164,NA,267.1,252.8,279.6,0.026,0.258,0.16,0.383,0.221,NA,0.43,0.258,0.606,0.206,NA,NA,0.312,0.167,0.431,0.22,NA,NA,250.6,234,265.2,0.032,NA,436000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,0.45,NA,NA,NA,NA,NA,0.194,NA,NA,NA,NA,NA,NA,0.245,NA,NA,NA,NA,0.15
50,Vermont,16_24,0.072,0.027,0.128,0.357,NA,1,0.248,0.125,0.378,0.255,NA,NA,0.68,0.558,0.792,0.087,NA,290,278.2,302.2,0.021,0.114,0.033,0.213,0.399,1,0.357,0.199,0.526,0.232,NA,NA,0.529,0.396,0.648,0.123,NA,NA,276.8,262.6,290.8,0.026,NA,82130,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255,NA,0.489,NA,NA,NA,NA,NA,0.212,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,0.075
51,Virginia,16_24,0.117,0.073,0.168,0.208,NA,NA,0.302,0.196,0.404,0.177,NA,NA,0.581,0.486,0.678,0.084,NA,279.9,269.9,290.8,0.019,0.24,0.15,0.358,0.22,NA,0.336,0.187,0.471,0.214,NA,NA,0.424,0.32,0.528,0.122,NA,NA,261.4,250.2,272.7,0.022,NA,1027625,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.277,NA,0.473,NA,NA,NA,NA,NA,0.194,NA,NA,NA,NA,NA,NA,0.242,NA,NA,NA,NA,0.171
53,Washington,16_24,0.142,0.093,0.208,0.198,NA,NA,0.355,0.204,0.498,0.208,NA,NA,0.503,0.366,0.647,0.138,NA,269.1,254.7,282.7,0.026,0.235,0.122,0.334,0.226,NA,0.353,0.155,0.521,0.261,NA,NA,0.413,0.289,0.581,0.186,NA,NA,256.5,241.3,273.4,0.031,NA,838795,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.321,NA,0.43,NA,NA,NA,NA,NA,0.207,NA,NA,NA,NA,NA,NA,0.239,NA,NA,NA,NA,0.155
54,West Virginia,16_24,0.193,0.107,0.295,0.247,NA,NA,0.366,0.186,0.539,0.244,NA,NA,0.441,0.289,0.594,0.176,NA,265.4,249.5,281.2,0.03,0.306,0.182,0.438,0.212,NA,0.332,0.098,0.54,0.337,NA,1,0.362,0.192,0.555,0.256,NA,NA,250.4,232.1,269.2,0.038,NA,209385,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.297,NA,0.405,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,0.239,NA,NA,NA,NA,0.158
55,Wisconsin,16_24,0.14,0.079,0.21,0.234,NA,NA,0.335,0.199,0.475,0.209,NA,NA,0.524,0.398,0.653,0.121,NA,270.4,258.1,282.3,0.022,0.231,0.126,0.355,0.243,NA,0.399,0.232,0.566,0.213,NA,NA,0.371,0.237,0.496,0.173,NA,NA,255.3,241.3,269.7,0.028,NA,710460,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.294,NA,0.451,NA,NA,NA,NA,NA,0.233,NA,NA,NA,NA,NA,NA,0.284,NA,NA,NA,NA,0.125
56,Wyoming,16_24,0.115,0.057,0.186,0.287,NA,NA,0.375,0.237,0.522,0.192,NA,NA,0.51,0.368,0.641,0.13,NA,272.6,260.5,284.5,0.022,0.207,0.094,0.332,0.288,NA,0.452,0.271,0.64,0.204,NA,NA,0.342,0.213,0.461,0.182,NA,NA,255.1,240.9,268.5,0.027,NA,71165,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.308,NA,0.426,NA,NA,NA,NA,NA,0.231,NA,NA,NA,NA,NA,NA,0.319,NA,NA,NA,NA,0.21
1,Alabama,25_34,0.117,0.033,0.212,0.39,NA,1,0.389,0.243,0.521,0.182,NA,NA,0.493,0.39,0.609,0.111,NA,274.2,260.5,288.8,0.026,0.289,0.188,0.386,0.167,NA,0.336,0.182,0.487,0.226,NA,NA,0.374,0.265,0.495,0.157,NA,NA,256.3,241.9,270.6,0.029,NA,628090,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129,NA,0.598,NA,NA,NA,NA,NA,0.193,NA,NA,NA,NA,NA,NA,0.17,NA,NA,NA,NA,0.227
