FIPS_code,State,grpName,Lit_P1,Lit_P1_CI_L,Lit_P1_CI_U,Lit_P1_CV,Lit_P1_CI_L_indicator,Lit_P1_CV_indicator,Lit_P2,Lit_P2_CI_L,Lit_P2_CI_U,Lit_P2_CV,Lit_P2_CI_L_indicator,Lit_P2_CV_indicator,Lit_P3,Lit_P3_CI_L,Lit_P3_CI_U,Lit_P3_CV,Lit_P3_CV_indicator,Lit_A,Lit_A_CI_L,Lit_A_CI_U,Lit_A_CV,Num_P1,Num_P1_CI_L,Num_P1_CI_U,Num_P1_CV,Num_P1_CV_indicator,Num_P2,Num_P2_CI_L,Num_P2_CI_U,Num_P2_CV,Num_P2_CI_L_indicator,Num_P2_CV_indicator,Num_P3,Num_P3_CI_L,Num_P3_CI_U,Num_P3_CV,Num_P3_CI_L_indicator,Num_P3_CV_indicator,Num_A,Num_A_CI_L,Num_A_CI_U,Num_A_CV,POP,POP_DOMAIN,Male,Female,White,Black,Hispanic,Asian,AIAN,NHPI,Other_race,Less_HS,HS,More_HS,Eng_not_well,FB_after2010,FB_1990_2009,FB_before1990,FB,Poverty_100,Poverty_150,SNAP,Employed,Unemployed,Not_in_labor,OCC_Manage,OCC_Service,OCC_Sales,OCC_Natural,OCC_Military,OCC_Prod,No_Insurance
24,Maryland,Some_college,0.11,0.066,0.163,0.225,NA,NA,0.368,0.285,0.451,0.114,NA,NA,0.522,0.452,0.592,0.067,NA,274.4,263.5,285.6,0.02,0.244,0.174,0.321,0.153,NA,0.368,0.273,0.456,0.128,NA,NA,0.388,0.325,0.452,0.084,NA,NA,258.2,247.3,268.5,0.021,NA,1239795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073,NA,NA,NA,NA,NA,NA,0.185,NA,NA,NA,NA,0.068
25,Massachusetts,Some_college,0.128,0.072,0.194,0.24,NA,NA,0.348,0.246,0.448,0.147,NA,NA,0.524,0.439,0.608,0.082,NA,269.3,255,282.2,0.026,0.236,0.155,0.319,0.176,NA,0.356,0.246,0.462,0.154,NA,NA,0.409,0.333,0.489,0.097,NA,NA,254,241.8,265.7,0.024,NA,1336345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.087,NA,NA,NA,NA,NA,NA,0.203,NA,NA,NA,NA,0.033
26,Michigan,Some_college,0.119,0.083,0.158,0.156,NA,NA,0.353,0.286,0.42,0.095,NA,NA,0.528,0.472,0.586,0.055,NA,278.6,270.4,287.1,0.015,0.226,0.179,0.275,0.107,NA,0.401,0.331,0.469,0.088,NA,NA,0.373,0.32,0.427,0.075,NA,NA,260,251.8,268.9,0.017,NA,2552630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,0.185,NA,NA,NA,NA,0.076
27,Minnesota,Some_college,0.069,0.035,0.106,0.262,NA,NA,0.317,0.249,0.385,0.111,NA,NA,0.614,0.554,0.677,0.051,NA,285.7,278.4,293.4,0.013,0.137,0.087,0.188,0.187,NA,0.378,0.302,0.455,0.103,NA,NA,0.485,0.424,0.549,0.065,NA,NA,271.6,264,279.3,0.014,NA,1374300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076,NA,NA,NA,NA,NA,NA,0.182,NA,NA,NA,NA,0.053
28,Mississippi,Some_college,0.21,0.152,0.276,0.151,NA,NA,0.424,0.325,0.516,0.114,NA,NA,0.366,0.29,0.444,0.105,NA,258.7,246.8,269.6,0.022,0.377,0.305,0.454,0.102,NA,0.389,0.292,0.484,0.125,NA,NA,0.234,0.17,0.302,0.143,NA,NA,239.2,227,249.9,0.024,NA,733005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141,NA,NA,NA,NA,NA,NA,0.166,NA,NA,NA,NA,0.137
29,Missouri,Some_college,0.128,0.094,0.162,0.13,NA,NA,0.381,0.322,0.437,0.076,NA,NA,0.491,0.441,0.544,0.052,NA,273.5,266.2,281,0.014,0.243,0.196,0.287,0.094,NA,0.426,0.366,0.488,0.071,NA,NA,0.332,0.286,0.376,0.068,NA,NA,256.4,249.6,263.2,0.014,NA,1423090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,NA,NA,NA,NA,NA,NA,0.182,NA,NA,NA,NA,0.107
30,Montana,Some_college,0.1,0.062,0.142,0.199,NA,NA,0.396,0.313,0.481,0.107,NA,NA,0.504,0.427,0.581,0.078,NA,277.4,266.6,288.6,0.02,0.218,0.166,0.274,0.127,NA,0.446,0.362,0.523,0.091,NA,NA,0.337,0.272,0.408,0.1,NA,NA,259.4,249.2,270,0.02,NA,259770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113,NA,NA,NA,NA,NA,NA,0.193,NA,NA,NA,NA,0.128
31,Nebraska,Some_college,0.114,0.081,0.154,0.163,NA,NA,0.334,0.266,0.399,0.102,NA,NA,0.552,0.492,0.611,0.055,NA,277.3,267.4,286.7,0.018,0.211,0.164,0.258,0.113,NA,0.391,0.319,0.456,0.088,NA,NA,0.399,0.346,0.456,0.07,NA,NA,261.4,252.5,270.7,0.018,NA,481705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,NA,NA,NA,NA,NA,NA,0.183,NA,NA,NA,NA,0.091
32,Nevada,Some_college,0.104,0.059,0.164,0.257,NA,NA,0.406,0.301,0.505,0.128,NA,NA,0.489,0.4,0.579,0.094,NA,268.5,257.3,279.7,0.021,0.236,0.158,0.326,0.182,NA,0.44,0.324,0.545,0.128,NA,NA,0.324,0.243,0.405,0.127,NA,NA,250.7,238.7,262.5,0.024,NA,723005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099,NA,NA,NA,NA,NA,NA,0.214,NA,NA,NA,NA,0.114
33,New Hampshire,Some_college,0.068,0.036,0.111,0.281,NA,NA,0.339,0.255,0.424,0.127,NA,NA,0.593,0.514,0.67,0.068,NA,280.8,269.3,292.3,0.021,0.153,0.101,0.215,0.189,NA,0.384,0.294,0.471,0.117,NA,NA,0.463,0.389,0.539,0.082,NA,NA,268.2,256.2,279.8,0.023,NA,310340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,0.083
34,New Jersey,Some_college,0.14,0.094,0.193,0.18,NA,NA,0.363,0.281,0.441,0.11,NA,NA,0.497,0.433,0.566,0.066,NA,269.5,259.7,279.3,0.019,0.259,0.199,0.326,0.125,NA,0.382,0.3,0.464,0.107,NA,NA,0.359,0.303,0.418,0.082,NA,NA,252.8,243.3,261.8,0.019,NA,1695190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,0.173,NA,NA,NA,NA,0.101
35,New Mexico,Some_college,0.226,0.154,0.303,0.168,NA,NA,0.391,0.276,0.502,0.148,NA,NA,0.383,0.297,0.472,0.119,NA,257.1,245.8,268.4,0.022,0.363,0.284,0.444,0.114,NA,0.417,0.316,0.516,0.123,NA,NA,0.22,0.152,0.297,0.168,NA,NA,235.7,224,247.4,0.025,NA,506120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148,NA,NA,NA,NA,NA,NA,0.186,NA,NA,NA,NA,0.121
36,New York,Some_college,0.173,0.131,0.224,0.136,NA,NA,0.367,0.292,0.447,0.106,NA,NA,0.46,0.39,0.521,0.071,NA,263.4,255.3,271.2,0.015,0.309,0.256,0.374,0.097,NA,0.373,0.294,0.447,0.104,NA,NA,0.318,0.265,0.37,0.084,NA,NA,245,237.3,252.5,0.016,NA,4039510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107,NA,NA,NA,NA,NA,NA,0.193,NA,NA,NA,NA,0.077
37,North Carolina,Some_college,0.148,0.113,0.186,0.123,NA,NA,0.387,0.323,0.45,0.082,NA,NA,0.465,0.412,0.516,0.057,NA,267.7,260.3,275.3,0.014,0.282,0.234,0.331,0.086,NA,0.417,0.355,0.478,0.076,NA,NA,0.301,0.257,0.345,0.074,NA,NA,250.3,243,257.3,0.015,NA,2418650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112,NA,NA,NA,NA,NA,NA,0.179,NA,NA,NA,NA,0.125
38,North Dakota,Some_college,0.091,0.054,0.134,0.219,NA,NA,0.314,0.228,0.394,0.136,NA,NA,0.595,0.521,0.675,0.066,NA,282.3,270.7,293.9,0.02,0.176,0.123,0.23,0.155,NA,0.352,0.259,0.437,0.129,NA,NA,0.472,0.4,0.552,0.082,NA,NA,267.1,256.2,278.1,0.021,NA,210465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075,NA,NA,NA,NA,NA,NA,0.186,NA,NA,NA,NA,0.075
39,Ohio,Some_college,0.116,0.077,0.158,0.178,NA,NA,0.388,0.313,0.46,0.094,NA,NA,0.496,0.432,0.559,0.064,NA,273.7,264.1,283.9,0.018,0.225,0.173,0.281,0.122,NA,0.425,0.344,0.5,0.093,NA,NA,0.35,0.293,0.416,0.088,NA,NA,256.8,248,267,0.019,NA,2625835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,0.187,NA,NA,NA,NA,0.074
40,Oklahoma,Some_college,0.14,0.103,0.184,0.146,NA,NA,0.391,0.313,0.464,0.099,NA,NA,0.469,0.401,0.536,0.073,NA,266.7,256.3,276.8,0.019,0.266,0.215,0.326,0.105,NA,0.424,0.346,0.497,0.091,NA,NA,0.31,0.252,0.371,0.098,NA,NA,250.5,239.8,260.1,0.021,NA,907770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111,NA,NA,NA,NA,NA,NA,0.162,NA,NA,NA,NA,0.141
41,Oregon,Some_college,0.104,0.065,0.148,0.203,NA,NA,0.327,0.241,0.411,0.133,NA,NA,0.569,0.493,0.647,0.069,NA,279.8,270.6,289.5,0.017,0.213,0.158,0.271,0.134,NA,0.412,0.323,0.5,0.109,NA,NA,0.375,0.304,0.453,0.1,NA,NA,262,252.3,271.7,0.019,NA,1064845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118,NA,NA,NA,NA,NA,NA,0.185,NA,NA,NA,NA,0.09
42,Pennsylvania,Some_college,0.116,0.084,0.152,0.149,NA,NA,0.394,0.331,0.456,0.081,NA,NA,0.489,0.436,0.545,0.056,NA,272.4,265.5,279.5,0.013,0.22,0.175,0.267,0.106,NA,0.426,0.36,0.489,0.077,NA,NA,0.353,0.304,0.406,0.072,NA,NA,256.7,249.5,264.1,0.014,NA,2534715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,0.07
44,Rhode Island,Some_college,0.145,0.097,0.195,0.17,NA,NA,0.369,0.286,0.453,0.114,NA,NA,0.486,0.416,0.559,0.076,NA,270.5,260.4,280.7,0.019,0.276,0.21,0.345,0.124,NA,0.365,0.271,0.455,0.128,NA,NA,0.359,0.289,0.434,0.102,NA,NA,253.1,242.6,263.7,0.021,NA,237375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098,NA,NA,NA,NA,NA,NA,0.212,NA,NA,NA,NA,0.069
45,South Carolina,Some_college,0.143,0.102,0.188,0.144,NA,NA,0.387,0.314,0.455,0.092,NA,NA,0.47,0.411,0.535,0.065,NA,267.7,257.7,278.3,0.019,0.272,0.219,0.328,0.1,NA,0.41,0.335,0.479,0.089,NA,NA,0.319,0.267,0.376,0.088,NA,NA,251.4,241.6,261.1,0.02,NA,1154400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106,NA,NA,NA,NA,NA,NA,0.175,NA,NA,NA,NA,0.118
46,South Dakota,Some_college,0.107,0.074,0.149,0.172,NA,NA,0.352,0.281,0.424,0.102,NA,NA,0.54,0.473,0.606,0.061,NA,279.8,268.7,290.8,0.02,0.186,0.142,0.233,0.121,NA,0.411,0.341,0.481,0.087,NA,NA,0.403,0.345,0.464,0.075,NA,NA,263.9,253.6,274.2,0.02,NA,211640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,NA,NA,NA,NA,NA,NA,0.182,NA,NA,NA,NA,0.102
47,Tennessee,Some_college,0.124,0.091,0.159,0.138,NA,NA,0.409,0.347,0.475,0.081,NA,NA,0.467,0.408,0.524,0.062,NA,271.8,263.6,279.9,0.015,0.243,0.199,0.291,0.094,NA,0.441,0.378,0.504,0.073,NA,NA,0.316,0.267,0.366,0.08,NA,NA,255.1,247.3,263.4,0.016,NA,1439220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105,NA,NA,NA,NA,NA,NA,0.165,NA,NA,NA,NA,0.103
48,Texas,Some_college,0.178,0.133,0.229,0.136,NA,NA,0.382,0.306,0.455,0.1,NA,NA,0.439,0.379,0.501,0.07,NA,263.5,255.9,271.2,0.015,0.32,0.259,0.385,0.099,NA,0.381,0.298,0.461,0.107,NA,NA,0.299,0.246,0.355,0.093,NA,NA,247.8,240.3,255.1,0.015,NA,5993160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.096,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,0.16
49,Utah,Some_college,0.108,0.068,0.156,0.207,NA,NA,0.336,0.249,0.425,0.133,NA,NA,0.556,0.472,0.635,0.075,NA,275.3,263.5,286.4,0.021,0.226,0.165,0.297,0.15,NA,0.35,0.254,0.443,0.136,NA,NA,0.424,0.349,0.497,0.09,NA,NA,259.1,247.5,269.7,0.022,NA,769680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076,NA,NA,NA,NA,NA,NA,0.153,NA,NA,NA,NA,0.1
50,Vermont,Some_college,0.101,0.062,0.143,0.205,NA,NA,0.363,0.281,0.44,0.111,NA,NA,0.536,0.466,0.612,0.068,NA,278.2,268.4,288,0.018,0.206,0.149,0.266,0.145,NA,0.388,0.301,0.47,0.111,NA,NA,0.406,0.339,0.477,0.088,NA,NA,261.6,251.9,271.6,0.019,NA,136590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,0.058
51,Virginia,Some_college,0.121,0.083,0.16,0.16,NA,NA,0.362,0.293,0.429,0.094,NA,NA,0.517,0.461,0.577,0.056,NA,274.2,265.9,282.7,0.015,0.259,0.207,0.318,0.108,NA,0.367,0.294,0.437,0.1,NA,NA,0.373,0.322,0.427,0.072,NA,NA,257,249.2,264.8,0.016,NA,1831090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.082,NA,NA,NA,NA,NA,NA,0.178,NA,NA,NA,NA,0.102
53,Washington,Some_college,0.092,0.053,0.142,0.249,NA,NA,0.316,0.233,0.4,0.139,NA,NA,0.592,0.514,0.666,0.066,NA,278.2,265.2,290.2,0.022,0.191,0.135,0.258,0.164,NA,0.4,0.305,0.489,0.117,NA,NA,0.409,0.338,0.486,0.091,NA,NA,262.6,251,273.4,0.022,NA,1833175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.099,NA,NA,NA,NA,NA,NA,0.175,NA,NA,NA,NA,0.079
54,West Virginia,Some_college,0.126,0.082,0.178,0.192,NA,NA,0.422,0.329,0.509,0.109,NA,NA,0.452,0.376,0.537,0.091,NA,275.8,264,289.4,0.024,0.234,0.167,0.296,0.136,NA,0.474,0.38,0.566,0.099,NA,NA,0.292,0.225,0.369,0.126,NA,NA,260.1,248,273.7,0.024,NA,378575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124,NA,NA,NA,NA,NA,NA,0.176,NA,NA,NA,NA,0.086
55,Wisconsin,Some_college,0.087,0.052,0.128,0.221,NA,NA,0.353,0.283,0.422,0.102,NA,NA,0.56,0.501,0.623,0.056,NA,280.9,271.4,290.8,0.018,0.178,0.128,0.232,0.149,NA,0.409,0.33,0.483,0.095,NA,NA,0.413,0.352,0.479,0.076,NA,NA,263.3,254.5,272.9,0.018,NA,1412195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086,NA,NA,NA,NA,NA,NA,0.187,NA,NA,NA,NA,0.061
56,Wyoming,Some_college,0.078,0.047,0.115,0.219,NA,NA,0.357,0.283,0.433,0.107,NA,NA,0.565,0.493,0.636,0.064,NA,279.9,270.9,288.4,0.016,0.172,0.123,0.226,0.152,NA,0.417,0.334,0.496,0.099,NA,NA,0.411,0.343,0.484,0.088,NA,NA,264.5,255,273.5,0.018,NA,161910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079,NA,NA,NA,NA,NA,NA,0.187,NA,NA,NA,NA,0.113
1,Alabama,Bachelors_or_higher,0.038,0.015,0.066,0.347,NA,1,0.209,0.111,0.303,0.235,NA,NA,0.753,0.659,0.848,0.063,NA,296.8,285.6,307.6,0.019,0.059,0.033,0.093,0.256,NA,0.302,0.186,0.408,0.19,NA,NA,0.639,0.532,0.755,0.088,NA,NA,288.9,277.4,299.8,0.019,NA,783230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,NA,NA,NA,NA,NA,NA,0.051,NA,NA,NA,NA,0.036
2,Alaska,Bachelors_or_higher,0.031,0.007,0.065,0.492,NA,1,0.166,0.037,0.288,0.381,NA,1,0.803,0.685,0.93,0.077,NA,306.1,293.9,319,0.021,0.084,0.034,0.145,0.339,1,0.34,0.207,0.458,0.19,NA,NA,0.575,0.467,0.7,0.103,NA,NA,289.1,276.9,302.5,0.022,NA,137020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,NA,NA,NA,NA,NA,NA,0.073,NA,NA,NA,NA,0.064
4,Arizona,Bachelors_or_higher,0.056,0.025,0.094,0.314,NA,1,0.187,0.086,0.293,0.282,NA,NA,0.758,0.654,0.856,0.067,NA,295.7,284.7,306.8,0.019,0.078,0.045,0.121,0.249,NA,0.286,0.17,0.394,0.2,NA,NA,0.636,0.533,0.747,0.086,NA,NA,284.6,273.9,295.8,0.02,NA,1222165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.054,NA,NA,NA,NA,NA,NA,0.061,NA,NA,NA,NA,0.046
5,Arkansas,Bachelors_or_higher,0.049,0.027,0.074,0.232,NA,NA,0.214,0.121,0.305,0.219,NA,NA,0.737,0.647,0.83,0.063,NA,293,282.9,303,0.017,0.08,0.057,0.109,0.162,NA,0.294,0.18,0.397,0.19,NA,NA,0.626,0.523,0.742,0.088,NA,NA,285.2,274.8,295.1,0.018,NA,429540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA,NA,0.048,NA,NA,NA,NA,0.044
6,California,Bachelors_or_higher,0.067,0.044,0.097,0.198,NA,NA,0.173,0.103,0.24,0.2,NA,NA,0.76,0.695,0.824,0.043,NA,295,287.8,302,0.012,0.094,0.067,0.124,0.155,NA,0.324,0.261,0.387,0.1,NA,NA,0.582,0.524,0.641,0.051,NA,NA,282.3,275.7,289,0.012,NA,8270980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,0.047
8,Colorado,Bachelors_or_higher,0.037,0.015,0.06,0.31,NA,1,0.171,0.097,0.253,0.233,NA,NA,0.792,0.712,0.862,0.049,NA,301,292.3,309.8,0.015,0.069,0.041,0.101,0.218,NA,0.283,0.202,0.362,0.144,NA,NA,0.648,0.571,0.724,0.061,NA,NA,289.2,280.4,297.8,0.015,NA,1424995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043,NA,NA,NA,NA,NA,NA,0.068,NA,NA,NA,NA,0.042
9,Connecticut,Bachelors_or_higher,0.036,0.016,0.062,0.325,NA,1,0.215,0.133,0.29,0.187,NA,NA,0.749,0.676,0.828,0.052,NA,298.2,288.8,308,0.016,0.076,0.047,0.111,0.217,NA,0.327,0.241,0.408,0.128,NA,NA,0.597,0.522,0.677,0.067,NA,NA,286,276.7,295.5,0.017,NA,940980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,0.056,NA,NA,NA,NA,0.031
10,Delaware,Bachelors_or_higher,0.031,0.011,0.059,0.394,NA,1,0.25,0.165,0.334,0.172,NA,NA,0.719,0.637,0.802,0.058,NA,300,288.3,311.4,0.02,0.065,0.034,0.103,0.272,NA,0.39,0.301,0.48,0.12,NA,NA,0.545,0.458,0.631,0.082,NA,NA,287.1,275.9,297.9,0.02,NA,196535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA,NA,0.057,NA,NA,NA,NA,0.031
11,District of Columbia,Bachelors_or_higher,0.05,0.021,0.087,0.343,NA,1,0.146,0.038,0.252,0.375,NA,1,0.804,0.704,0.911,0.066,NA,308.4,296.5,321.5,0.02,0.07,0.032,0.117,0.316,1,0.223,0.101,0.334,0.267,NA,NA,0.707,0.603,0.828,0.081,NA,NA,298.1,285.4,312.1,0.023,NA,274985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.056,NA,NA,NA,NA,NA,NA,0.046,NA,NA,NA,NA,0.027
12,Florida,Bachelors_or_higher,0.087,0.047,0.131,0.246,NA,NA,0.235,0.143,0.324,0.199,NA,NA,0.678,0.596,0.763,0.063,NA,291.6,283.2,300.4,0.015,0.135,0.09,0.185,0.182,NA,0.371,0.283,0.456,0.12,NA,NA,0.494,0.422,0.572,0.077,NA,NA,275.3,266.6,284.1,0.016,NA,3843155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,0.069,NA,NA,NA,NA,0.076
13,Georgia,Bachelors_or_higher,0.06,0.037,0.087,0.209,NA,NA,0.207,0.128,0.284,0.191,NA,NA,0.733,0.659,0.809,0.052,NA,294.9,287.4,302.3,0.013,0.101,0.071,0.135,0.159,NA,0.326,0.245,0.409,0.127,NA,NA,0.573,0.494,0.65,0.069,NA,NA,282.3,274.3,290.2,0.014,NA,1991965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046,NA,NA,NA,NA,NA,NA,0.052,NA,NA,NA,NA,0.06
15,Hawaii,Bachelors_or_higher,0.029,0.003,0.072,0.608,1,2,0.188,0.083,0.289,0.276,NA,NA,0.782,0.687,0.883,0.063,NA,301.4,288.4,314.4,0.022,0.046,0.01,0.1,0.509,2,0.311,0.189,0.419,0.188,NA,NA,0.643,0.541,0.757,0.085,NA,NA,290.8,277.7,303.9,0.023,NA,302665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047,NA,NA,NA,NA,NA,NA,0.085,NA,NA,NA,NA,0.029
16,Idaho,Bachelors_or_higher,0.043,0.019,0.071,0.309,NA,1,0.144,0.028,0.253,0.387,NA,1,0.813,0.703,0.931,0.07,NA,304.3,292.5,316.6,0.02,0.069,0.04,0.105,0.242,NA,0.255,0.112,0.373,0.26,NA,NA,0.676,0.554,0.819,0.099,NA,NA,292.8,281.8,304.8,0.02,NA,276375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.052,NA,NA,NA,NA,NA,NA,0.066,NA,NA,NA,NA,0.051
17,Illinois,Bachelors_or_higher,0.053,0.033,0.076,0.204,NA,NA,0.19,0.126,0.253,0.169,NA,NA,0.758,0.698,0.819,0.041,NA,298.9,291.8,306.3,0.012,0.091,0.064,0.119,0.155,NA,0.292,0.221,0.36,0.123,NA,NA,0.617,0.551,0.686,0.055,NA,NA,286.5,279.2,293.7,0.013,NA,2902260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,0.041
18,Indiana,Bachelors_or_higher,0.044,0.022,0.07,0.274,NA,NA,0.193,0.104,0.27,0.212,NA,NA,0.762,0.688,0.848,0.052,NA,302.7,293.7,312,0.016,0.084,0.056,0.118,0.185,NA,0.303,0.207,0.386,0.149,NA,NA,0.613,0.533,0.706,0.071,NA,NA,290.5,281.5,299.8,0.016,NA,1106340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041,NA,NA,NA,NA,NA,NA,0.055,NA,NA,NA,NA,0.041
19,Iowa,Bachelors_or_higher,0.027,0.008,0.051,0.407,NA,1,0.172,0.084,0.256,0.254,NA,NA,0.801,0.718,0.888,0.053,NA,306.2,295.5,317.5,0.018,0.052,0.027,0.082,0.275,NA,0.277,0.176,0.368,0.173,NA,NA,0.671,0.584,0.771,0.07,NA,NA,297.2,287,308.3,0.018,NA,570320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036,NA,NA,NA,NA,NA,NA,0.056,NA,NA,NA,NA,0.021
20,Kansas,Bachelors_or_higher,0.033,0.017,0.056,0.308,NA,1,0.124,0.047,0.199,0.309,NA,1,0.843,0.77,0.918,0.045,NA,305.7,295.7,316,0.017,0.064,0.041,0.094,0.213,NA,0.266,0.181,0.343,0.154,NA,NA,0.67,0.594,0.751,0.06,NA,NA,293.6,283.4,302.9,0.017,NA,600840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035,NA,NA,NA,NA,NA,NA,0.055,NA,NA,NA,NA,0.034
21,Kentucky,Bachelors_or_higher,0.037,0.017,0.059,0.28,NA,NA,0.184,0.087,0.282,0.271,NA,NA,0.779,0.683,0.875,0.063,NA,300.6,291.7,309.4,0.015,0.057,0.036,0.083,0.211,NA,0.234,0.12,0.344,0.247,NA,NA,0.709,0.6,0.82,0.08,NA,NA,295,285.2,304.4,0.017,NA,688895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,NA,NA,NA,NA,NA,NA,0.055,NA,NA,NA,NA,0.033
